Subcategory,Paragraph,Author,Score
Critical Analysis of Existing Research,1,10,0.10962087417986491
Critical Analysis of Existing Research,1,4,3.3373476218515834
Critical Analysis of Existing Research,1,0,9.88820660244921
Critical Analysis of Existing Research,1,3,3.2690937134110705
Critical Analysis of Existing Research,1,2,2.708139047579118
Feasibility of Proposed Suggestions,1,8,0.5381825391283744
Feasibility of Proposed Suggestions,1,9,0.0
Feasibility of Proposed Suggestions,1,1,4.262413475520983
Feasibility of Proposed Suggestions,1,7,9.74251424221566
Feasibility of Proposed Suggestions,1,5,6.949765057745535
Feasibility of Proposed Suggestions,1,6,10.0
Feasibility of Proposed Suggestions,1,10,0.25432712611828584
Feasibility of Proposed Suggestions,1,4,6.306557434510885
Feasibility of Proposed Suggestions,1,0,9.684289209872103
Feasibility of Proposed Suggestions,1,3,6.000107381304017
Feasibility of Proposed Suggestions,1,2,4.040283522766984
Fluency of Language Expression,1,8,0.1678487143690301
Fluency of Language Expression,1,9,0.0
Fluency of Language Expression,1,1,0.29301001337176463
Fluency of Language Expression,1,7,8.892469766170777
Fluency of Language Expression,1,5,4.905221149010124
Fluency of Language Expression,1,6,10.0
Fluency of Language Expression,1,10,3.076140776361462
Fluency of Language Expression,1,4,6.146464446248244
Fluency of Language Expression,1,0,9.680138626450935
Fluency of Language Expression,1,3,2.020474258922426
Fluency of Language Expression,1,2,0.20200328043738774
Identification and Discussion of Research Limitations,1,8,0.11225443858841477
Identification and Discussion of Research Limitations,1,9,0.0
Identification and Discussion of Research Limitations,1,1,0.7206027004933842
Identification and Discussion of Research Limitations,1,7,9.510272613891772
Identification and Discussion of Research Limitations,1,5,6.678874996892183
Identification and Discussion of Research Limitations,1,6,10.0
Identification and Discussion of Research Limitations,1,10,0.047093366204628714
Identification and Discussion of Research Limitations,1,4,8.077887546860996
Identification and Discussion of Research Limitations,1,0,9.724968834165503
Identification and Discussion of Research Limitations,1,3,2.718795323480568
Identification and Discussion of Research Limitations,1,2,0.2494682829521866
Inclusion of Latest Research Results,1,8,0.0
Inclusion of Latest Research Results,1,9,0.29327729789975016
Inclusion of Latest Research Results,1,1,2.734556301662594
Inclusion of Latest Research Results,1,7,9.151498477077649
Inclusion of Latest Research Results,1,5,7.093986376381463
Inclusion of Latest Research Results,1,6,10.0
Inclusion of Latest Research Results,1,10,0.13250780077432894
Inclusion of Latest Research Results,1,4,6.040754307798628
Inclusion of Latest Research Results,1,0,9.777093882509096
Inclusion of Latest Research Results,1,3,1.251704314517033
Inclusion of Latest Research Results,1,2,0.6474438079054632
Innovativeness of Viewpoints,1,8,0.42644718397908576
Innovativeness of Viewpoints,1,9,0.028228610534693884
Innovativeness of Viewpoints,1,1,4.230028117110154
Innovativeness of Viewpoints,1,7,9.65898660442979
Innovativeness of Viewpoints,1,5,6.067348149758941
Innovativeness of Viewpoints,1,6,10.0
Innovativeness of Viewpoints,1,10,0.0
Innovativeness of Viewpoints,1,4,5.485151652017896
Innovativeness of Viewpoints,1,0,9.858082393518314
Innovativeness of Viewpoints,1,3,3.984877579220787
Innovativeness of Viewpoints,1,2,1.7686174573007363
Integration of Interdisciplinary Perspectives,1,8,0.18332944570906792
Integration of Interdisciplinary Perspectives,1,9,0.1919083922624972
Integration of Interdisciplinary Perspectives,1,1,6.09261001313717
Integration of Interdisciplinary Perspectives,1,7,9.038074940057616
Integration of Interdisciplinary Perspectives,1,5,4.793700911820901
Integration of Interdisciplinary Perspectives,1,6,10.0
Integration of Interdisciplinary Perspectives,1,10,0.0
Integration of Interdisciplinary Perspectives,1,4,8.114065838882894
Integration of Interdisciplinary Perspectives,1,0,9.68958607400693
Integration of Interdisciplinary Perspectives,1,3,5.147180570047145
Integration of Interdisciplinary Perspectives,1,2,2.704444400074122
Logic of Argumentation,1,8,0.34685649353335596
Logic of Argumentation,1,9,0.0
Logic of Argumentation,1,1,2.274687839104748
Logic of Argumentation,1,7,9.608853451153166
Logic of Argumentation,1,5,5.151619994463022
Logic of Argumentation,1,6,10.0
Logic of Argumentation,1,10,0.3424971365825241
Logic of Argumentation,1,4,7.8411197058563005
Logic of Argumentation,1,0,9.662995697949293
Logic of Argumentation,1,3,2.2475505628927177
Logic of Argumentation,1,2,2.311977093817173
Multi-angle Analysis of Problems,1,8,0.21946534346015711
Multi-angle Analysis of Problems,1,9,0.0
Multi-angle Analysis of Problems,1,1,2.3355660525087156
Multi-angle Analysis of Problems,1,7,9.794933776732663
Multi-angle Analysis of Problems,1,5,7.448884046058257
Multi-angle Analysis of Problems,1,6,10.0
Multi-angle Analysis of Problems,1,10,0.36116828444552657
Multi-angle Analysis of Problems,1,4,9.264275572085607
Multi-angle Analysis of Problems,1,0,9.575583228995322
Multi-angle Analysis of Problems,1,3,4.544529220520839
Multi-angle Analysis of Problems,1,2,2.0393251732956013
Potential Contribution to the Field,1,8,1.0863024666169394
Potential Contribution to the Field,1,9,0.46774461896035036
Potential Contribution to the Field,1,1,5.409116514339633
Potential Contribution to the Field,1,7,9.89400729298705
Potential Contribution to the Field,1,5,9.411797497542649
Potential Contribution to the Field,1,6,10.0
Potential Contribution to the Field,1,10,0.0
Potential Contribution to the Field,1,4,3.8876978551448147
Potential Contribution to the Field,1,0,9.909530514964626
Potential Contribution to the Field,1,3,1.7632669621002148
Potential Contribution to the Field,1,2,6.37900965770689
Practical Application Potential of Research Results,1,8,0.5660299366130106
Practical Application Potential of Research Results,1,9,0.0
Practical Application Potential of Research Results,1,1,4.134870089471202
Practical Application Potential of Research Results,1,7,9.31266236524326
Practical Application Potential of Research Results,1,5,5.581341381508531
Practical Application Potential of Research Results,1,6,10.0
Practical Application Potential of Research Results,1,10,0.5583499179454857
Practical Application Potential of Research Results,1,4,7.002472932516394
Practical Application Potential of Research Results,1,0,9.678775190922085
Practical Application Potential of Research Results,1,3,3.3298100796916894
Practical Application Potential of Research Results,1,2,1.6969262145714492
Proposal of New Research Directions or Questions,1,8,5.923257815924896
Proposal of New Research Directions or Questions,1,9,0.9028203329848123
Proposal of New Research Directions or Questions,1,1,7.282254936226487
Proposal of New Research Directions or Questions,1,7,9.954248453289896
Proposal of New Research Directions or Questions,1,5,9.686381532125427
Proposal of New Research Directions or Questions,1,6,10.0
Proposal of New Research Directions or Questions,1,10,0.0
Proposal of New Research Directions or Questions,1,4,7.021311545816776
Proposal of New Research Directions or Questions,1,0,9.997822357246852
Proposal of New Research Directions or Questions,1,3,5.427589405176406
Proposal of New Research Directions or Questions,1,2,8.639689378795625
Quality of Introduction and Conclusion,1,8,0.0
Quality of Introduction and Conclusion,1,9,1.2020639272789728
Quality of Introduction and Conclusion,1,1,0.3714578116416431
Quality of Introduction and Conclusion,1,7,9.75576108583134
Quality of Introduction and Conclusion,1,5,7.609157035971116
Quality of Introduction and Conclusion,1,6,9.8639769522898
Quality of Introduction and Conclusion,1,10,1.808299083477387
Quality of Introduction and Conclusion,1,4,2.964177232825758
Quality of Introduction and Conclusion,1,0,10.0
Quality of Introduction and Conclusion,1,3,2.1629834959449368
Quality of Introduction and Conclusion,1,2,0.09621423024313198
Rationality of Method Selection,1,8,0.0
Rationality of Method Selection,1,9,6.893972165520811
Rationality of Method Selection,1,1,0.30203848356852897
Rationality of Method Selection,1,7,9.351968056642457
Rationality of Method Selection,1,5,1.5048419984179364
Rationality of Method Selection,1,6,10.0
Rationality of Method Selection,1,10,0.07527336073449638
Rationality of Method Selection,1,4,4.5272391797460845
Rationality of Method Selection,1,0,9.429503394104843
Rationality of Method Selection,1,3,0.7627315145933842
Rationality of Method Selection,1,2,0.7038953622539138
Reasonableness of Chapter Arrangement,1,8,0.0
Reasonableness of Chapter Arrangement,1,9,2.228999606921703
Reasonableness of Chapter Arrangement,1,1,0.8105606938009573
Reasonableness of Chapter Arrangement,1,7,9.563234733102846
Reasonableness of Chapter Arrangement,1,5,3.0934785881407914
Reasonableness of Chapter Arrangement,1,6,10.0
Reasonableness of Chapter Arrangement,1,10,0.9618240481811733
Reasonableness of Chapter Arrangement,1,4,4.646539827733371
Reasonableness of Chapter Arrangement,1,0,9.872299255223329
Reasonableness of Chapter Arrangement,1,3,3.1803484955032717
Reasonableness of Chapter Arrangement,1,2,0.19572855610825715
Reflection of Current Research Hotspots,1,8,0.0
Reflection of Current Research Hotspots,1,9,0.05942385262703557
Reflection of Current Research Hotspots,1,1,0.877649258661902
Reflection of Current Research Hotspots,1,7,8.67243817633625
Reflection of Current Research Hotspots,1,5,8.001314913137838
Reflection of Current Research Hotspots,1,6,10.0
Reflection of Current Research Hotspots,1,10,0.05848761532166917
Reflection of Current Research Hotspots,1,4,4.40486130015413
Reflection of Current Research Hotspots,1,0,9.613489056007639
Reflection of Current Research Hotspots,1,3,1.0660491224693118
Reflection of Current Research Hotspots,1,2,0.4047301442046974
Rigor of Research Design,1,8,0.0
Rigor of Research Design,1,9,6.237651337496718
Rigor of Research Design,1,1,0.1916562571270392
Rigor of Research Design,1,7,9.70353610340986
Rigor of Research Design,1,5,2.288588569537477
Rigor of Research Design,1,6,10.0
Rigor of Research Design,1,10,0.036298664015506445
Rigor of Research Design,1,4,3.5960519249535827
Rigor of Research Design,1,0,9.894054389586165
Rigor of Research Design,1,3,0.6650871007832132
Rigor of Research Design,1,2,0.7760177874012864
Timeliness and Relevance of References,1,8,0.0
Timeliness and Relevance of References,1,9,0.10927364984714455
Timeliness and Relevance of References,1,1,2.1008542541073223
Timeliness and Relevance of References,1,7,9.514500351574485
Timeliness and Relevance of References,1,5,7.633020421089159
Timeliness and Relevance of References,1,6,10.0
Timeliness and Relevance of References,1,10,0.03912938584720401
Timeliness and Relevance of References,1,4,5.910837349197805
Timeliness and Relevance of References,1,0,9.60525302969608
Timeliness and Relevance of References,1,3,2.8234361047997845
Timeliness and Relevance of References,1,2,0.5591595077742786
Topic Relevance,1,8,0.0
Topic Relevance,1,9,0.07850799190283331
Topic Relevance,1,1,2.0280728851186676
Topic Relevance,1,7,9.673491262233162
Topic Relevance,1,5,2.4053551176100143
Topic Relevance,1,6,10.0
Topic Relevance,1,10,0.5320540618794044
Topic Relevance,1,4,8.930704919816801
Topic Relevance,1,0,9.549122972877306
Topic Relevance,1,3,3.446655218670492
Topic Relevance,1,2,0.06330980240610941
