Subcategory,Paragraph,Author,Score
Innovativeness of Viewpoints,1,4,9.61587551810666
Innovativeness of Viewpoints,1,10,0.0
Innovativeness of Viewpoints,1,0,9.797531859302273
Innovativeness of Viewpoints,1,5,10.0
Innovativeness of Viewpoints,1,9,4.305051056720727
Innovativeness of Viewpoints,1,2,9.315026666304757
Integration of Interdisciplinary Perspectives,1,3,0.5446656081104689
Integration of Interdisciplinary Perspectives,1,6,0.0
Integration of Interdisciplinary Perspectives,1,1,0.8027473551909279
Integration of Interdisciplinary Perspectives,1,7,0.6998098162115913
Integration of Interdisciplinary Perspectives,1,8,0.6829821359229369
Integration of Interdisciplinary Perspectives,1,4,0.3253385319273595
Integration of Interdisciplinary Perspectives,1,10,0.727206573089797
Integration of Interdisciplinary Perspectives,1,0,0.2942040110322082
Integration of Interdisciplinary Perspectives,1,5,1.6870268328166476
Integration of Interdisciplinary Perspectives,1,9,10.0
Integration of Interdisciplinary Perspectives,1,2,2.9979669083540745
Logic of Argumentation,1,3,9.336879717881352
Logic of Argumentation,1,6,0.0
Logic of Argumentation,1,1,6.3551822062824055
Logic of Argumentation,1,7,7.729022327966782
Logic of Argumentation,1,8,8.64144722956908
Logic of Argumentation,1,4,7.687768447530499
Logic of Argumentation,1,10,0.03492374106277113
Logic of Argumentation,1,0,6.342948332960654
Logic of Argumentation,1,5,10.0
Logic of Argumentation,1,9,9.37445564227796
Logic of Argumentation,1,2,5.266742707627463
Multi-angle Analysis of Problems,1,3,4.988858262427702
Multi-angle Analysis of Problems,1,6,0.0
Multi-angle Analysis of Problems,1,1,2.513557326612178
Multi-angle Analysis of Problems,1,7,3.534066368564127
Multi-angle Analysis of Problems,1,8,2.5318022923676486
Multi-angle Analysis of Problems,1,4,3.055810016731793
Multi-angle Analysis of Problems,1,10,0.2759085073901413
Multi-angle Analysis of Problems,1,0,2.2692662555394705
Multi-angle Analysis of Problems,1,5,7.789154919212429
Multi-angle Analysis of Problems,1,9,10.0
Multi-angle Analysis of Problems,1,2,3.153824235799354
Potential Contribution to the Field,1,3,9.738846119269336
Potential Contribution to the Field,1,6,0.33070031782263903
Potential Contribution to the Field,1,1,9.413575024899957
Potential Contribution to the Field,1,7,9.35663682528474
Potential Contribution to the Field,1,8,9.378664462141652
Potential Contribution to the Field,1,4,9.51240480304983
Potential Contribution to the Field,1,10,0.0
Potential Contribution to the Field,1,0,9.706399024747256
Potential Contribution to the Field,1,5,10.0
Potential Contribution to the Field,1,9,0.3695497628127727
Potential Contribution to the Field,1,2,8.729679428901534
Practical Application Potential of Research Results,1,3,9.86076102630173
Practical Application Potential of Research Results,1,6,1.5105664358795001
Practical Application Potential of Research Results,1,1,9.527960785464277
Practical Application Potential of Research Results,1,7,9.666426026778195
Practical Application Potential of Research Results,1,8,9.704149196249597
Practical Application Potential of Research Results,1,4,9.769194852034447
Practical Application Potential of Research Results,1,10,0.511247056715582
Practical Application Potential of Research Results,1,0,9.779293837197617
Practical Application Potential of Research Results,1,5,10.0
Practical Application Potential of Research Results,1,9,0.0
Practical Application Potential of Research Results,1,2,9.358686978024386
Proposal of New Research Directions or Questions,1,3,9.937614015360033
Proposal of New Research Directions or Questions,1,6,5.0851199325231
Proposal of New Research Directions or Questions,1,1,9.662041760790105
Proposal of New Research Directions or Questions,1,7,9.738128812391833
Proposal of New Research Directions or Questions,1,8,9.821690042412635
Proposal of New Research Directions or Questions,1,4,9.863124347323074
Proposal of New Research Directions or Questions,1,10,0.9073535542494466
Proposal of New Research Directions or Questions,1,0,9.807791757891119
Proposal of New Research Directions or Questions,1,5,10.0
Proposal of New Research Directions or Questions,1,9,0.0
Proposal of New Research Directions or Questions,1,2,9.693427690437687
Quality of Introduction and Conclusion,1,3,9.247479144690635
Quality of Introduction and Conclusion,1,6,0.0
Quality of Introduction and Conclusion,1,1,7.465218282479428
Quality of Introduction and Conclusion,1,7,7.56018785228337
Quality of Introduction and Conclusion,1,8,8.926448965737011
Quality of Introduction and Conclusion,1,4,7.281945519247949
Quality of Introduction and Conclusion,1,10,4.937607744980264
Quality of Introduction and Conclusion,1,0,7.177202283113026
Quality of Introduction and Conclusion,1,5,10.0
Quality of Introduction and Conclusion,1,9,3.893384172655291
Quality of Introduction and Conclusion,1,2,5.890731402923964
Rationality of Method Selection,1,3,5.077406135370296
Rationality of Method Selection,1,6,0.6138054124317516
Rationality of Method Selection,1,1,3.2117074369500833
Rationality of Method Selection,1,7,4.139413581273619
Rationality of Method Selection,1,8,4.474265188782221
Rationality of Method Selection,1,4,3.073295711232765
Rationality of Method Selection,1,10,0.0
Rationality of Method Selection,1,0,2.4887297770819337
Rationality of Method Selection,1,5,5.579715759637847
Rationality of Method Selection,1,9,10.0
Rationality of Method Selection,1,2,1.7032044442403025
Reasonableness of Chapter Arrangement,1,3,2.5901086827060484
Reasonableness of Chapter Arrangement,1,6,0.0
Reasonableness of Chapter Arrangement,1,1,2.0161113107836384
Reasonableness of Chapter Arrangement,1,7,1.6002910190252606
Reasonableness of Chapter Arrangement,1,8,2.2844240952026342
Reasonableness of Chapter Arrangement,1,4,1.1438868436261305
Reasonableness of Chapter Arrangement,1,10,1.4499067746281504
Reasonableness of Chapter Arrangement,1,0,0.7885423040685918
Reasonableness of Chapter Arrangement,1,5,3.8164698821718352
Reasonableness of Chapter Arrangement,1,9,10.0
Reasonableness of Chapter Arrangement,1,2,0.8523370723085836
Reflection of Current Research Hotspots,1,3,9.71533565074811
Reflection of Current Research Hotspots,1,6,0.3964042920388681
Reflection of Current Research Hotspots,1,1,8.574583634528043
Reflection of Current Research Hotspots,1,7,9.419867016140989
Reflection of Current Research Hotspots,1,8,9.606427963385672
Reflection of Current Research Hotspots,1,4,9.522139370461424
Reflection of Current Research Hotspots,1,10,0.0
Reflection of Current Research Hotspots,1,0,8.89780137267002
Reflection of Current Research Hotspots,1,5,10.0
Reflection of Current Research Hotspots,1,9,4.068012522817264
Reflection of Current Research Hotspots,1,2,9.588438354336306
Rigor of Research Design,1,3,4.301456015907577
Rigor of Research Design,1,6,0.7465699809581406
Rigor of Research Design,1,1,3.325700363050188
Rigor of Research Design,1,7,4.305971779419042
Rigor of Research Design,1,8,4.693305378439515
Rigor of Research Design,1,4,3.060305677043932
Rigor of Research Design,1,10,0.0
Rigor of Research Design,1,0,2.075651058576501
Rigor of Research Design,1,5,5.1063958467922435
Rigor of Research Design,1,9,10.0
Rigor of Research Design,1,2,1.7769299245049064
Timeliness and Relevance of References,1,3,9.891109305533401
Timeliness and Relevance of References,1,6,8.71053933293628
Timeliness and Relevance of References,1,1,9.70362695971888
Timeliness and Relevance of References,1,7,9.866252214245133
Timeliness and Relevance of References,1,8,9.766005565890506
Timeliness and Relevance of References,1,4,9.720498890629095
Timeliness and Relevance of References,1,10,0.0
Timeliness and Relevance of References,1,0,9.798315544508842
Timeliness and Relevance of References,1,5,10.0
Timeliness and Relevance of References,1,9,9.913677086719433
Timeliness and Relevance of References,1,2,9.43910896109955
Topic Relevance,1,3,0.3530162205945722
Topic Relevance,1,6,0.25703200174497826
Topic Relevance,1,1,0.31431831047563
Topic Relevance,1,7,0.330341497780482
Topic Relevance,1,8,0.24499821826476328
Topic Relevance,1,4,0.2990073927092059
Topic Relevance,1,10,0.0
Topic Relevance,1,0,0.18199224199987274
Topic Relevance,1,5,0.26735820763742163
Topic Relevance,1,9,10.0
Topic Relevance,1,2,0.23385580092947028
