Subcategory,Mean Score,Diff Score
Critical Analysis of Existing Research,7.65,0.2999999999999998
Critical Analysis of Existing Research,6.75,-1.5
Proposal of New Research Directions or Questions,7.0,2.0
Proposal of New Research Directions or Questions,7.5,-3.0
Proposal of New Research Directions or Questions,7.25,-2.5
Proposal of New Research Directions or Questions,7.65,1.8999999999999995
Proposal of New Research Directions or Questions,8.25,0.5
Proposal of New Research Directions or Questions,7.0,-2.0
Proposal of New Research Directions or Questions,7.25,-2.5
Proposal of New Research Directions or Questions,8.0,1.0
Proposal of New Research Directions or Questions,8.25,0.5
Proposal of New Research Directions or Questions,6.25,-1.5
Potential Contribution to the Field,6.25,1.5
Potential Contribution to the Field,7.5,-1.0
Potential Contribution to the Field,7.25,-1.5
Potential Contribution to the Field,7.0,1.4000000000000004
Potential Contribution to the Field,7.65,0.2999999999999998
Potential Contribution to the Field,7.0,-1.0
Potential Contribution to the Field,7.25,-1.5
Potential Contribution to the Field,7.0,1.0
Potential Contribution to the Field,7.65,0.2999999999999998
Potential Contribution to the Field,6.5,-1.0
Clarity of Research Method Description,5.0,2.0
Clarity of Research Method Description,6.5,-1.0
Clarity of Research Method Description,6.25,-0.5
Clarity of Research Method Description,6.1,1.2000000000000002
Clarity of Research Method Description,6.0,1.0
Clarity of Research Method Description,6.5,-1.0
Clarity of Research Method Description,6.5,-1.0
Clarity of Research Method Description,6.25,0.5
Clarity of Research Method Description,6.25,0.5
Clarity of Research Method Description,5.75,-1.5
Rationality of Method Selection,5.0,2.0
Rationality of Method Selection,6.5,-1.0
Rationality of Method Selection,6.25,-0.5
Rationality of Method Selection,6.25,1.0999999999999996
Rationality of Method Selection,6.0,1.0
Rationality of Method Selection,6.0,-1.0
Rationality of Method Selection,6.0,-1.0
Rationality of Method Selection,6.25,0.5
Rationality of Method Selection,6.25,0.5
Rationality of Method Selection,5.5,-1.0
Rigor of Research Design,4.75,1.5
Rigor of Research Design,5.5,-1.0
Rigor of Research Design,5.75,-0.5
Rigor of Research Design,5.85,0.8999999999999995
Rigor of Research Design,5.25,0.5
Rigor of Research Design,5.5,-1.0
Rigor of Research Design,5.4,-0.7999999999999998
Rigor of Research Design,5.25,0.5
Rigor of Research Design,5.25,0.5
Rigor of Research Design,5.0,-1.0
Inclusion of Latest Research Results,6.25,1.5
Inclusion of Latest Research Results,7.5,-1.0
Inclusion of Latest Research Results,7.5,-1.0
Inclusion of Latest Research Results,7.1,1.3999999999999995
Inclusion of Latest Research Results,7.65,0.2999999999999998
Inclusion of Latest Research Results,7.0,-1.0
Inclusion of Latest Research Results,7.5,-1.0
Inclusion of Latest Research Results,7.25,0.5
Inclusion of Latest Research Results,7.65,0.2999999999999998
Inclusion of Latest Research Results,6.25,-2.5
Reflection of Current Research Hotspots,5.75,1.5
Reflection of Current Research Hotspots,6.5,-1.0
Reflection of Current Research Hotspots,7.0,-1.0
Reflection of Current Research Hotspots,6.8,1.4000000000000004
Reflection of Current Research Hotspots,6.25,0.5
Reflection of Current Research Hotspots,6.5,-1.0
Reflection of Current Research Hotspots,7.0,-1.0
Reflection of Current Research Hotspots,6.25,0.5
Reflection of Current Research Hotspots,6.25,0.5
Reflection of Current Research Hotspots,6.0,-1.0
Fluency of Language Expression,4.25,0.5
Fluency of Language Expression,4.5,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,4.6,0.6000000000000005
Fluency of Language Expression,4.25,0.5
Fluency of Language Expression,5.0,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,4.25,0.5
Fluency of Language Expression,4.5,0.0
Fluency of Language Expression,4.25,-0.5
Appropriateness of Professional Terminology Use,4.5,0.0
Appropriateness of Professional Terminology Use,4.5,-1.0
Appropriateness of Professional Terminology Use,4.65,-0.2999999999999998
Appropriateness of Professional Terminology Use,4.5,0.5999999999999996
Appropriateness of Professional Terminology Use,4.25,0.5
Appropriateness of Professional Terminology Use,5.0,-1.0
Appropriateness of Professional Terminology Use,4.65,-0.2999999999999998
Appropriateness of Professional Terminology Use,4.25,0.5
Appropriateness of Professional Terminology Use,4.5,0.0
Appropriateness of Professional Terminology Use,4.25,-0.5
Conciseness of Expression,4.25,0.5
Conciseness of Expression,4.5,-1.0
Conciseness of Expression,4.65,-0.2999999999999998
Conciseness of Expression,4.4,0.6000000000000005
Conciseness of Expression,4.25,0.5
Conciseness of Expression,4.5,-1.0
Conciseness of Expression,4.25,-0.5
Conciseness of Expression,4.25,0.5
Conciseness of Expression,4.5,0.0
Conciseness of Expression,4.25,-0.5
Practical Application Potential of Research Results,6.25,1.5
Practical Application Potential of Research Results,7.5,-1.0
Practical Application Potential of Research Results,7.5,-1.0
Practical Application Potential of Research Results,7.0,1.4000000000000004
Practical Application Potential of Research Results,7.65,0.2999999999999998
Practical Application Potential of Research Results,7.0,-1.0
Practical Application Potential of Research Results,7.5,-1.0
Practical Application Potential of Research Results,7.25,0.5
Practical Application Potential of Research Results,7.25,0.5
Practical Application Potential of Research Results,6.5,-1.0
Feasibility of Proposed Suggestions,5.75,1.5
Feasibility of Proposed Suggestions,6.5,-1.0
Feasibility of Proposed Suggestions,7.0,-1.0
Feasibility of Proposed Suggestions,6.1,1.3999999999999995
Feasibility of Proposed Suggestions,6.25,0.5
Feasibility of Proposed Suggestions,6.5,-1.0
Feasibility of Proposed Suggestions,7.0,-1.0
Feasibility of Proposed Suggestions,6.25,0.5
Feasibility of Proposed Suggestions,6.25,0.5
Feasibility of Proposed Suggestions,6.0,-1.0
Logic of Argumentation,6.0,1.0
Logic of Argumentation,6.5,-1.0
Logic of Argumentation,6.75,-0.5
Logic of Argumentation,6.2,1.4000000000000004
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.5,-1.0
Logic of Argumentation,7.0,-1.0
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.0,-1.0
Multi-angle Analysis of Problems,5.75,1.5
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,6.1,1.3999999999999995
Multi-angle Analysis of Problems,6.25,0.5
Multi-angle Analysis of Problems,6.0,-1.0
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,6.25,0.5
Multi-angle Analysis of Problems,6.25,0.5
Multi-angle Analysis of Problems,5.5,-1.0
Identification and Discussion of Research Limitations,4.75,1.5
Identification and Discussion of Research Limitations,5.5,-1.0
Identification and Discussion of Research Limitations,6.0,-1.0
Identification and Discussion of Research Limitations,5.2,1.4000000000000004
Identification and Discussion of Research Limitations,5.25,0.5
Identification and Discussion of Research Limitations,5.5,-1.0
Identification and Discussion of Research Limitations,6.0,-1.0
Identification and Discussion of Research Limitations,5.25,0.5
Identification and Discussion of Research Limitations,5.25,0.5
Identification and Discussion of Research Limitations,5.0,-1.0
