Subcategory,Paragraph,Author,Score
Critical Analysis of Existing Research,1,6,4.1841209506546475
Critical Analysis of Existing Research,1,1,0.7911548547566399
Critical Analysis of Existing Research,1,7,0.7894913251931478
Critical Analysis of Existing Research,1,3,0.024438399025676166
Critical Analysis of Existing Research,1,2,1.3573662423794952
Critical Analysis of Existing Research,1,9,10.0
Critical Analysis of Existing Research,1,8,0.5913400586197871
Critical Analysis of Existing Research,1,0,0.7851908535029547
Feasibility of Proposed Suggestions,1,10,0.0
Feasibility of Proposed Suggestions,1,5,3.9257655132383813
Feasibility of Proposed Suggestions,1,4,9.25151699224919
Feasibility of Proposed Suggestions,1,6,6.33117187518372
Feasibility of Proposed Suggestions,1,1,1.201777561272136
Feasibility of Proposed Suggestions,1,7,0.8451546478393657
Feasibility of Proposed Suggestions,1,3,0.011081934573283575
Feasibility of Proposed Suggestions,1,2,1.708699203422251
Feasibility of Proposed Suggestions,1,9,10.0
Feasibility of Proposed Suggestions,1,8,0.8766552988023512
Feasibility of Proposed Suggestions,1,0,1.5644343039614412
Fluency of Language Expression,1,10,0.16179469539209593
Fluency of Language Expression,1,5,4.7826738364603445
Fluency of Language Expression,1,4,9.99431755080716
Fluency of Language Expression,1,6,8.9915679408283
Fluency of Language Expression,1,1,3.3005840651512686
Fluency of Language Expression,1,7,0.6642922494562931
Fluency of Language Expression,1,3,0.0
Fluency of Language Expression,1,2,3.3278461808959876
Fluency of Language Expression,1,9,10.0
Fluency of Language Expression,1,8,0.4074805177361892
Fluency of Language Expression,1,0,0.3754822011783026
Identification and Discussion of Research Limitations,1,10,0.04666639360981632
Identification and Discussion of Research Limitations,1,5,2.0802097594008413
Identification and Discussion of Research Limitations,1,4,7.690930314965575
Identification and Discussion of Research Limitations,1,6,4.027801000772245
Identification and Discussion of Research Limitations,1,1,0.786591912624416
Identification and Discussion of Research Limitations,1,7,0.8375525469734293
Identification and Discussion of Research Limitations,1,3,0.0
Identification and Discussion of Research Limitations,1,2,1.225367622637481
Identification and Discussion of Research Limitations,1,9,10.0
Identification and Discussion of Research Limitations,1,8,0.3988133318179854
Identification and Discussion of Research Limitations,1,0,0.8236719076837006
Inclusion of Latest Research Results,1,10,0.0
Inclusion of Latest Research Results,1,5,3.754030824444633
Inclusion of Latest Research Results,1,4,7.78892617940699
Inclusion of Latest Research Results,1,6,2.593071201198528
Inclusion of Latest Research Results,1,1,0.3598138687777761
Inclusion of Latest Research Results,1,7,3.2266293295225332
Inclusion of Latest Research Results,1,3,0.05604731501147434
Inclusion of Latest Research Results,1,2,0.8066779417723421
Inclusion of Latest Research Results,1,9,10.0
Inclusion of Latest Research Results,1,8,0.5443132351032266
Inclusion of Latest Research Results,1,0,1.7228162711696486
Innovativeness of Viewpoints,1,10,0.0
Innovativeness of Viewpoints,1,5,6.956740032704193
Innovativeness of Viewpoints,1,4,9.919766742127663
Innovativeness of Viewpoints,1,6,8.626684015771259
Innovativeness of Viewpoints,1,1,2.737654954475927
Innovativeness of Viewpoints,1,7,1.3590648193447032
Innovativeness of Viewpoints,1,3,0.042695695952974295
Innovativeness of Viewpoints,1,2,2.898466815447515
Innovativeness of Viewpoints,1,9,10.0
Innovativeness of Viewpoints,1,8,2.5983716167614337
Innovativeness of Viewpoints,1,0,2.1522586577906946
Integration of Interdisciplinary Perspectives,1,10,0.0
Integration of Interdisciplinary Perspectives,1,5,2.833566887413986
Integration of Interdisciplinary Perspectives,1,4,7.834318899997214
Integration of Interdisciplinary Perspectives,1,6,2.769213305876344
Integration of Interdisciplinary Perspectives,1,1,0.4426793644717238
Integration of Interdisciplinary Perspectives,1,7,2.258573311946452
Integration of Interdisciplinary Perspectives,1,3,0.0043513350170640355
Integration of Interdisciplinary Perspectives,1,2,0.4661961774915101
Integration of Interdisciplinary Perspectives,1,9,10.0
Integration of Interdisciplinary Perspectives,1,8,0.2264910014425403
Integration of Interdisciplinary Perspectives,1,0,1.5288646642666446
Logic of Argumentation,1,10,0.15643281210568716
Logic of Argumentation,1,5,1.767613491949054
Logic of Argumentation,1,4,7.887810726858781
Logic of Argumentation,1,6,4.413821625853917
Logic of Argumentation,1,1,1.00155774855505
Logic of Argumentation,1,7,0.6889819487036214
Logic of Argumentation,1,3,0.0
Logic of Argumentation,1,2,1.5494437866732813
Logic of Argumentation,1,9,10.0
Logic of Argumentation,1,8,0.341957426476085
Logic of Argumentation,1,0,0.37938519492431094
Multi-angle Analysis of Problems,1,10,0.03747946748999347
Multi-angle Analysis of Problems,1,5,2.5956507932455968
Multi-angle Analysis of Problems,1,4,7.721409659009615
Multi-angle Analysis of Problems,1,6,3.5103463699020376
Multi-angle Analysis of Problems,1,1,0.5923525163914157
Multi-angle Analysis of Problems,1,7,1.3005177576616989
Multi-angle Analysis of Problems,1,3,0.0
Multi-angle Analysis of Problems,1,2,0.9078423767578697
Multi-angle Analysis of Problems,1,9,10.0
Multi-angle Analysis of Problems,1,8,0.3124666043719559
Multi-angle Analysis of Problems,1,0,0.8324480794721384
Potential Contribution to the Field,1,10,0.0
Potential Contribution to the Field,1,5,3.8732752311979946
Potential Contribution to the Field,1,4,8.8571998078896
Potential Contribution to the Field,1,6,5.159823682778155
Potential Contribution to the Field,1,1,0.9993809740039115
Potential Contribution to the Field,1,7,0.9858748000347409
Potential Contribution to the Field,1,3,0.02362616978388259
Potential Contribution to the Field,1,2,1.3468118679279266
Potential Contribution to the Field,1,9,10.0
Potential Contribution to the Field,1,8,0.6509795520404098
Potential Contribution to the Field,1,0,1.1578572359985322
Practical Application Potential of Research Results,1,10,0.0
Practical Application Potential of Research Results,1,5,2.868094090893903
Practical Application Potential of Research Results,1,4,8.2651486629219
Practical Application Potential of Research Results,1,6,4.976456870176997
Practical Application Potential of Research Results,1,1,0.6178046454732417
Practical Application Potential of Research Results,1,7,0.8312363128734015
Practical Application Potential of Research Results,1,3,0.011308927960404344
Practical Application Potential of Research Results,1,2,1.3149171924566745
Practical Application Potential of Research Results,1,9,10.0
Practical Application Potential of Research Results,1,8,0.4965456438354075
Practical Application Potential of Research Results,1,0,1.1677218230744202
Proposal of New Research Directions or Questions,1,10,0.0
Proposal of New Research Directions or Questions,1,5,9.165738622878086
Proposal of New Research Directions or Questions,1,4,10.0
Proposal of New Research Directions or Questions,1,6,9.700311038893192
Proposal of New Research Directions or Questions,1,1,5.327819980350761
Proposal of New Research Directions or Questions,1,7,2.7089851080493346
Proposal of New Research Directions or Questions,1,3,0.6397489573195961
Proposal of New Research Directions or Questions,1,2,5.542997876306533
Proposal of New Research Directions or Questions,1,9,9.566648217990075
Proposal of New Research Directions or Questions,1,8,6.141752059185395
Proposal of New Research Directions or Questions,1,0,7.144668583335916
Quality of Introduction and Conclusion,1,10,0.10653952307043908
Quality of Introduction and Conclusion,1,5,4.074059977740351
Quality of Introduction and Conclusion,1,4,9.751158953715203
Quality of Introduction and Conclusion,1,6,7.854680769993443
Quality of Introduction and Conclusion,1,1,2.8890917881185634
Quality of Introduction and Conclusion,1,7,0.8692117932599581
Quality of Introduction and Conclusion,1,3,0.0
Quality of Introduction and Conclusion,1,2,2.927180426760344
Quality of Introduction and Conclusion,1,9,10.0
Quality of Introduction and Conclusion,1,8,0.6744499408277961
Quality of Introduction and Conclusion,1,0,0.950924882444259
Rationality of Method Selection,1,10,0.0933276261306369
Rationality of Method Selection,1,5,1.7604132317078014
Rationality of Method Selection,1,4,7.030443774958967
Rationality of Method Selection,1,6,3.8561943516853074
Rationality of Method Selection,1,1,0.714168794956347
Rationality of Method Selection,1,7,0.8810818900173019
Rationality of Method Selection,1,3,0.0
Rationality of Method Selection,1,2,1.3626837657351631
Rationality of Method Selection,1,9,10.0
Rationality of Method Selection,1,8,0.35165805934230254
Rationality of Method Selection,1,0,0.5646867802988301
Reasonableness of Chapter Arrangement,1,10,0.11224229327293696
Reasonableness of Chapter Arrangement,1,5,1.174709708608379
Reasonableness of Chapter Arrangement,1,4,6.631025744653496
Reasonableness of Chapter Arrangement,1,6,3.2942397457273094
Reasonableness of Chapter Arrangement,1,1,0.6676537325929737
Reasonableness of Chapter Arrangement,1,7,0.8873814680849512
Reasonableness of Chapter Arrangement,1,3,0.0
Reasonableness of Chapter Arrangement,1,2,0.8149973351192273
Reasonableness of Chapter Arrangement,1,9,10.0
Reasonableness of Chapter Arrangement,1,8,0.1672655467758126
Reasonableness of Chapter Arrangement,1,0,0.4013520652551772
Reflection of Current Research Hotspots,1,10,0.0
Reflection of Current Research Hotspots,1,5,2.697796441810107
Reflection of Current Research Hotspots,1,4,7.732463324801
Reflection of Current Research Hotspots,1,6,2.7650546625923784
Reflection of Current Research Hotspots,1,1,0.5047325091475708
Reflection of Current Research Hotspots,1,7,1.6873162841346734
Reflection of Current Research Hotspots,1,3,0.0037061678657310426
Reflection of Current Research Hotspots,1,2,0.6825402803518572
Reflection of Current Research Hotspots,1,9,10.0
Reflection of Current Research Hotspots,1,8,0.38810890074327387
Reflection of Current Research Hotspots,1,0,1.2367501653251078
Rigor of Research Design,1,10,0.11160945608821277
Rigor of Research Design,1,5,1.4384158103300473
Rigor of Research Design,1,4,7.018791971801587
Rigor of Research Design,1,6,3.544433917998706
Rigor of Research Design,1,1,0.6226976318676128
Rigor of Research Design,1,7,0.8261825609808767
Rigor of Research Design,1,3,0.0
Rigor of Research Design,1,2,1.1924671767814161
Rigor of Research Design,1,9,10.0
Rigor of Research Design,1,8,0.3099001270908225
Rigor of Research Design,1,0,0.46519773260432407
Timeliness and Relevance of References,1,10,0.0
Timeliness and Relevance of References,1,5,4.100885619717774
Timeliness and Relevance of References,1,4,8.054935640300254
Timeliness and Relevance of References,1,6,2.5738888046606045
Timeliness and Relevance of References,1,1,0.46932831821218834
Timeliness and Relevance of References,1,7,3.659031294996359
Timeliness and Relevance of References,1,3,0.10120100904940445
Timeliness and Relevance of References,1,2,0.8678945990384277
Timeliness and Relevance of References,1,9,10.0
Timeliness and Relevance of References,1,8,0.6339754915972796
Timeliness and Relevance of References,1,0,2.0710229433244964
Topic Relevance,1,10,0.0
Topic Relevance,1,5,0.3717094552332867
Topic Relevance,1,4,1.7007541932795087
Topic Relevance,1,6,0.6228726755226323
Topic Relevance,1,1,0.12327103268054827
Topic Relevance,1,7,0.23460877363119317
Topic Relevance,1,3,0.025638380874219477
Topic Relevance,1,2,0.10628893494760762
Topic Relevance,1,9,10.0
Topic Relevance,1,8,0.041796091822201224
Topic Relevance,1,0,0.07568649829017764
