Subcategory,Mean Score,Diff Score
Potential Contribution to the Field,6.5,-1.0
Potential Contribution to the Field,7.25,-0.5
Potential Contribution to the Field,7.25,0.5
Potential Contribution to the Field,7.0,-2.0
Clarity of Research Method Description,5.25,2.5
Clarity of Research Method Description,7.0,-2.0
Clarity of Research Method Description,6.5,-1.0
Clarity of Research Method Description,7.0,1.0
Clarity of Research Method Description,6.5,1.0
Clarity of Research Method Description,7.25,-1.5
Clarity of Research Method Description,6.5,-1.0
Clarity of Research Method Description,6.75,0.5
Clarity of Research Method Description,6.25,0.5
Clarity of Research Method Description,6.0,-2.0
Rationality of Method Selection,4.75,2.5
Rationality of Method Selection,7.0,-2.0
Rationality of Method Selection,7.0,-1.0
Rationality of Method Selection,7.0,1.0
Rationality of Method Selection,6.5,1.0
Rationality of Method Selection,6.75,-1.5
Rationality of Method Selection,6.5,-1.0
Rationality of Method Selection,6.75,0.5
Rationality of Method Selection,6.25,0.5
Rationality of Method Selection,6.0,-2.0
Rigor of Research Design,4.25,2.5
Rigor of Research Design,7.0,-2.0
Rigor of Research Design,6.5,-1.0
Rigor of Research Design,7.0,1.0
Rigor of Research Design,6.0,1.0
Rigor of Research Design,7.0,-1.0
Rigor of Research Design,6.5,-1.0
Rigor of Research Design,6.25,0.5
Rigor of Research Design,5.25,0.5
Rigor of Research Design,5.5,-1.0
Inclusion of Latest Research Results,3.5,7.0
Inclusion of Latest Research Results,7.5,-2.0
Inclusion of Latest Research Results,7.5,-1.0
Inclusion of Latest Research Results,7.25,0.5
Inclusion of Latest Research Results,7.5,1.0
Inclusion of Latest Research Results,7.25,-1.5
Inclusion of Latest Research Results,6.75,-1.5
Inclusion of Latest Research Results,7.25,-0.5
Inclusion of Latest Research Results,7.25,0.5
Inclusion of Latest Research Results,7.0,-2.0
Reflection of Current Research Hotspots,5.75,1.5
Reflection of Current Research Hotspots,7.25,-2.5
Reflection of Current Research Hotspots,7.0,-1.0
Reflection of Current Research Hotspots,7.25,-0.5
Reflection of Current Research Hotspots,7.25,0.5
Reflection of Current Research Hotspots,6.75,-1.5
Reflection of Current Research Hotspots,6.5,-1.0
Reflection of Current Research Hotspots,6.75,-0.5
Reflection of Current Research Hotspots,6.25,0.5
Reflection of Current Research Hotspots,6.5,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,4.75,-0.5
Fluency of Language Expression,4.75,-0.5
Fluency of Language Expression,7.0,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,5.0,-1.0
Fluency of Language Expression,4.5,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,4.6,-0.20000000000000018
Fluency of Language Expression,4.5,-1.0
Appropriateness of Professional Terminology Use,4.65,0.2999999999999998
Appropriateness of Professional Terminology Use,5.0,0.0
Appropriateness of Professional Terminology Use,4.75,-0.5
Appropriateness of Professional Terminology Use,7.0,0.0
Appropriateness of Professional Terminology Use,4.75,0.5
Appropriateness of Professional Terminology Use,5.0,-1.0
Appropriateness of Professional Terminology Use,4.5,-1.0
Appropriateness of Professional Terminology Use,4.65,-0.2999999999999998
Appropriateness of Professional Terminology Use,4.65,0.2999999999999998
Appropriateness of Professional Terminology Use,4.5,-1.0
Conciseness of Expression,4.45,0.5
Conciseness of Expression,4.5,-1.0
Conciseness of Expression,4.75,-0.5
Conciseness of Expression,7.0,-1.0
Conciseness of Expression,4.65,-0.2999999999999998
Conciseness of Expression,5.0,-1.0
Conciseness of Expression,4.5,-1.0
Conciseness of Expression,4.65,-0.2999999999999998
Conciseness of Expression,4.65,0.2999999999999998
Conciseness of Expression,4.5,-1.0
Practical Application Potential of Research Results,6.0,2.0
Practical Application Potential of Research Results,7.25,-1.5
Practical Application Potential of Research Results,7.25,-0.5
Practical Application Potential of Research Results,7.0,-1.0
Practical Application Potential of Research Results,7.5,1.0
Practical Application Potential of Research Results,7.0,-1.0
Practical Application Potential of Research Results,6.5,-1.0
Practical Application Potential of Research Results,7.25,-0.5
Practical Application Potential of Research Results,7.25,0.5
Practical Application Potential of Research Results,7.0,-2.0
Feasibility of Proposed Suggestions,5.0,3.0
Feasibility of Proposed Suggestions,7.0,-2.0
Feasibility of Proposed Suggestions,6.75,-0.5
Feasibility of Proposed Suggestions,7.0,1.0
Feasibility of Proposed Suggestions,7.0,1.0
Feasibility of Proposed Suggestions,6.5,-1.0
Feasibility of Proposed Suggestions,6.5,-1.0
Feasibility of Proposed Suggestions,6.75,-0.5
Feasibility of Proposed Suggestions,6.25,0.5
Feasibility of Proposed Suggestions,6.5,-1.0
Logic of Argumentation,6.0,1.0
Logic of Argumentation,6.75,-1.5
Logic of Argumentation,6.5,-1.0
Logic of Argumentation,7.0,1.0
Logic of Argumentation,6.5,1.0
Logic of Argumentation,7.0,-1.0
Logic of Argumentation,6.5,-1.0
Logic of Argumentation,6.75,-0.5
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.5,-1.0
Multi-angle Analysis of Problems,5.25,1.5
Multi-angle Analysis of Problems,6.75,-1.5
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,7.0,-1.0
Multi-angle Analysis of Problems,6.75,0.5
Multi-angle Analysis of Problems,6.75,-1.5
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,6.75,-0.5
Multi-angle Analysis of Problems,6.25,0.5
Multi-angle Analysis of Problems,6.5,-1.0
Identification and Discussion of Research Limitations,4.25,2.5
Identification and Discussion of Research Limitations,6.75,-1.5
Identification and Discussion of Research Limitations,6.0,-1.0
Identification and Discussion of Research Limitations,7.0,1.0
Identification and Discussion of Research Limitations,6.0,1.0
Identification and Discussion of Research Limitations,7.0,-1.0
Identification and Discussion of Research Limitations,6.5,-1.0
Identification and Discussion of Research Limitations,6.25,-0.5
Identification and Discussion of Research Limitations,5.25,0.5
Identification and Discussion of Research Limitations,5.5,-1.0
