Paragraph,max_score,avg_score,score_9,score_10,relative_score_9,relative_score_10
10.1021_cr5002436_5,8.469244000635557,5.975486085380719,10.0,0.0,-15.307559993644428,101.0
10.1021_cr5002436_6,1.691751973951217,0.7909910967782271,10.0,0.004853407741668037,-83.08248026048783,101.0
10.1021_cr5002436_7,9.398509690630586,7.002719594328251,9.998899740191904,0.0,-6.003873849611957,101.0
10.1021_cr900122p_0,8.845388755655357,5.469225131916796,9.997474729015075,0.0,-11.52068637275702,101.0
10.1021_cr900122p_1,9.97060909642778,6.139642317152378,9.5724961869924,0.013357860850742,4.409318421468953,101.0
10.1021_cr900122p_2,7.120821493863042,4.054417671649771,10.0,0.0,-28.791785061369584,101.0
10.1021_cr900122p_3,9.150703825496873,6.936192471648586,10.0,0.0,-8.49296174503127,101.0
10.1021_cr900122p_4,5.82417910368884,3.6995470688496743,9.992235671352708,0.0,-41.67908722620027,101.0
10.1021_cr900122p_5,7.834951851714864,3.5942205166678263,10.0,0.0,-21.65048148285135,101.0
10.1038_s41570-019-0128-9_0,9.29006477054774,6.592794925075662,10.0,0.0,-7.0993522945226015,101.0
10.1038_s41570-019-0128-9_1,9.993256537303031,9.949467842702676,6.058940305913573,0.0,61.76548104902292,101.0
10.1038_s41570-019-0128-9_2,9.555718984996926,8.203257298199778,9.999087589942409,0.0,-4.4336635166580844,101.0
10.1038_s41570-019-0128-9_3,7.293353066858827,2.7653730103743293,10.0,0.0,-27.06646933141174,101.0
10.1126_science.abh0424_0,9.988080285728286,6.87422209055597,1.0419885028901177,0.00554869633003431,99.39841859365313,101.0
