Subcategory,Mean Score,Diff Score
Quality of Introduction and Conclusion,6.9,-0.20000000000000018
Quality of Introduction and Conclusion,6.25,-0.5
Quality of Introduction and Conclusion,6.25,0.5
Quality of Introduction and Conclusion,6.25,-0.5
Quality of Introduction and Conclusion,7.25,-1.5
Quality of Introduction and Conclusion,6.25,-0.5
Quality of Introduction and Conclusion,6.0,1.0
Quality of Introduction and Conclusion,6.25,-0.5
Quality of Introduction and Conclusion,6.5,-1.0
Quality of Introduction and Conclusion,6.25,-0.5
Accuracy and Completeness of Citations,9.0,1.0
Accuracy and Completeness of Citations,6.75,-1.5
Accuracy and Completeness of Citations,7.25,-2.5
Accuracy and Completeness of Citations,7.75,1.5
Accuracy and Completeness of Citations,7.5,2.0
Accuracy and Completeness of Citations,6.85,-0.7000000000000002
Accuracy and Completeness of Citations,7.0,-3.0
Accuracy and Completeness of Citations,5.0,10.0
Accuracy and Completeness of Citations,8.0,1.0
Accuracy and Completeness of Citations,8.75,-0.5
Timeliness and Relevance of References,7.75,0.5
Timeliness and Relevance of References,6.5,-1.0
Timeliness and Relevance of References,6.75,-2.5
Timeliness and Relevance of References,7.25,0.5
Timeliness and Relevance of References,7.5,1.0
Timeliness and Relevance of References,6.25,-0.5
Timeliness and Relevance of References,6.75,-1.5
Timeliness and Relevance of References,4.0,8.0
Timeliness and Relevance of References,7.5,1.0
Timeliness and Relevance of References,7.75,-0.5
Avoidance of Plagiarism and Appropriate Citation,6.75,0.5
Avoidance of Plagiarism and Appropriate Citation,6.5,0.0
Avoidance of Plagiarism and Appropriate Citation,6.75,-1.5
Avoidance of Plagiarism and Appropriate Citation,7.0,0.0
Avoidance of Plagiarism and Appropriate Citation,7.75,0.5
Avoidance of Plagiarism and Appropriate Citation,6.75,-0.5
Avoidance of Plagiarism and Appropriate Citation,6.75,-0.5
Avoidance of Plagiarism and Appropriate Citation,3.5,7.0
Avoidance of Plagiarism and Appropriate Citation,7.25,0.5
Avoidance of Plagiarism and Appropriate Citation,6.65,-0.2999999999999998
Critical Analysis of Existing Research,7.75,0.5
Critical Analysis of Existing Research,6.25,-0.5
Critical Analysis of Existing Research,7.75,-0.5
Critical Analysis of Existing Research,7.0,1.0
Critical Analysis of Existing Research,7.75,0.5
Critical Analysis of Existing Research,6.25,-0.5
Critical Analysis of Existing Research,6.75,-1.5
Critical Analysis of Existing Research,7.0,1.0
Critical Analysis of Existing Research,7.0,1.0
Critical Analysis of Existing Research,7.4,-0.39999999999999947
Proposal of New Research Directions or Questions,7.75,-0.5
Proposal of New Research Directions or Questions,6.25,-0.5
Proposal of New Research Directions or Questions,8.25,-0.5
Proposal of New Research Directions or Questions,6.75,0.5
Proposal of New Research Directions or Questions,7.5,1.0
Proposal of New Research Directions or Questions,5.75,-0.5
Proposal of New Research Directions or Questions,6.25,-1.5
Proposal of New Research Directions or Questions,4.0,8.0
Proposal of New Research Directions or Questions,6.5,1.0
Proposal of New Research Directions or Questions,7.25,-0.5
Potential Contribution to the Field,7.75,0.5
Potential Contribution to the Field,6.25,-0.5
Potential Contribution to the Field,7.75,-0.5
Potential Contribution to the Field,7.25,0.5
Potential Contribution to the Field,7.25,0.5
Potential Contribution to the Field,5.75,-0.5
Potential Contribution to the Field,6.75,-1.5
Potential Contribution to the Field,6.75,1.5
Potential Contribution to the Field,7.25,0.5
Potential Contribution to the Field,7.5,-0.40000000000000036
Clarity of Research Method Description,6.5,1.0
Clarity of Research Method Description,5.25,-0.5
Clarity of Research Method Description,5.25,-2.5
Clarity of Research Method Description,5.75,1.5
Clarity of Research Method Description,6.5,1.0
Clarity of Research Method Description,5.75,-0.5
Clarity of Research Method Description,5.5,-2.0
Clarity of Research Method Description,3.5,7.0
Clarity of Research Method Description,6.5,1.0
Clarity of Research Method Description,6.25,-0.5
Rationality of Method Selection,6.5,1.0
Rationality of Method Selection,5.25,-0.5
Rationality of Method Selection,5.0,-2.0
Rationality of Method Selection,5.5,1.0
Rationality of Method Selection,6.75,0.5
Rationality of Method Selection,5.25,-0.5
Rationality of Method Selection,5.0,-2.0
Rationality of Method Selection,3.5,7.0
Rationality of Method Selection,6.5,1.0
Rationality of Method Selection,6.75,-0.5
Rigor of Research Design,6.0,1.0
Rigor of Research Design,5.25,-0.5
Rigor of Research Design,5.0,-1.0
Rigor of Research Design,5.75,1.5
Rigor of Research Design,6.25,0.5
Rigor of Research Design,4.75,-0.5
Rigor of Research Design,5.25,-1.5
Rigor of Research Design,3.0,6.0
Rigor of Research Design,6.25,0.5
Rigor of Research Design,6.25,-0.5
Inclusion of Latest Research Results,7.5,1.0
Inclusion of Latest Research Results,6.25,-0.5
Inclusion of Latest Research Results,6.5,-2.0
Inclusion of Latest Research Results,7.0,1.0
Inclusion of Latest Research Results,7.5,1.0
Inclusion of Latest Research Results,6.25,-0.5
Inclusion of Latest Research Results,6.5,-2.0
Inclusion of Latest Research Results,4.0,8.0
Inclusion of Latest Research Results,7.5,1.0
Inclusion of Latest Research Results,7.25,-0.5
Reflection of Current Research Hotspots,7.25,0.5
Reflection of Current Research Hotspots,6.25,-0.5
Reflection of Current Research Hotspots,6.5,-1.0
Reflection of Current Research Hotspots,6.75,0.5
Reflection of Current Research Hotspots,7.25,0.5
Reflection of Current Research Hotspots,5.75,-0.5
Reflection of Current Research Hotspots,6.0,-2.0
Reflection of Current Research Hotspots,6.0,2.0
Reflection of Current Research Hotspots,7.25,0.5
Reflection of Current Research Hotspots,6.75,-0.5
Fluency of Language Expression,4.75,-0.5
Fluency of Language Expression,4.75,-0.5
Fluency of Language Expression,4.25,0.5
Fluency of Language Expression,5.75,-0.5
Fluency of Language Expression,4.65,-0.2999999999999998
Fluency of Language Expression,4.75,-0.5
Fluency of Language Expression,4.25,0.5
Fluency of Language Expression,4.5,-1.0
Fluency of Language Expression,7.0,-1.0
Fluency of Language Expression,4.65,-0.2999999999999998
Appropriateness of Professional Terminology Use,4.75,0.5
Appropriateness of Professional Terminology Use,4.75,-0.5
Appropriateness of Professional Terminology Use,4.25,-0.5
Appropriateness of Professional Terminology Use,5.75,0.5
Appropriateness of Professional Terminology Use,4.65,0.2999999999999998
Appropriateness of Professional Terminology Use,4.75,-0.5
Appropriateness of Professional Terminology Use,4.25,-0.5
Appropriateness of Professional Terminology Use,4.5,1.0
Appropriateness of Professional Terminology Use,7.25,0.5
Appropriateness of Professional Terminology Use,4.65,-0.2999999999999998
Conciseness of Expression,4.75,0.5
Conciseness of Expression,4.75,-0.5
Conciseness of Expression,4.25,0.5
Conciseness of Expression,5.75,0.5
Conciseness of Expression,4.65,-0.2999999999999998
Conciseness of Expression,4.25,-0.5
Conciseness of Expression,4.25,0.5
Conciseness of Expression,4.5,1.0
Conciseness of Expression,6.75,0.5
Conciseness of Expression,4.25,-0.5
Practical Application Potential of Research Results,7.75,0.5
Practical Application Potential of Research Results,6.25,-0.5
Practical Application Potential of Research Results,6.75,-0.5
Practical Application Potential of Research Results,6.75,0.5
Practical Application Potential of Research Results,7.25,0.5
Practical Application Potential of Research Results,6.75,-0.5
Practical Application Potential of Research Results,6.25,-1.5
Practical Application Potential of Research Results,6.75,1.5
Practical Application Potential of Research Results,7.25,0.5
Practical Application Potential of Research Results,7.25,-0.5
Feasibility of Proposed Suggestions,7.75,-0.5
Feasibility of Proposed Suggestions,6.25,-0.5
Feasibility of Proposed Suggestions,6.0,-1.0
Feasibility of Proposed Suggestions,6.25,0.5
Feasibility of Proposed Suggestions,6.75,0.5
Feasibility of Proposed Suggestions,6.25,-0.5
Feasibility of Proposed Suggestions,5.75,-1.5
Feasibility of Proposed Suggestions,3.5,7.0
Feasibility of Proposed Suggestions,6.5,1.0
Feasibility of Proposed Suggestions,6.75,-0.5
Logic of Argumentation,6.75,0.5
Logic of Argumentation,6.25,-0.5
Logic of Argumentation,6.75,-0.5
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.25,0.5
Logic of Argumentation,6.25,-0.5
Logic of Argumentation,6.0,-1.0
Logic of Argumentation,6.5,1.0
Logic of Argumentation,7.25,0.5
Logic of Argumentation,6.75,-0.5
Multi-angle Analysis of Problems,6.75,-0.5
Multi-angle Analysis of Problems,6.25,-0.5
Multi-angle Analysis of Problems,6.25,0.5
Multi-angle Analysis of Problems,6.25,-0.5
Multi-angle Analysis of Problems,6.25,-0.5
Multi-angle Analysis of Problems,5.75,-0.5
Multi-angle Analysis of Problems,5.75,0.5
Multi-angle Analysis of Problems,6.5,-1.0
Multi-angle Analysis of Problems,6.75,0.5
Multi-angle Analysis of Problems,6.25,-0.5
Identification and Discussion of Research Limitations,6.0,1.0
Identification and Discussion of Research Limitations,5.25,-0.5
Identification and Discussion of Research Limitations,5.75,-0.5
Identification and Discussion of Research Limitations,5.5,1.0
Identification and Discussion of Research Limitations,6.25,0.5
Identification and Discussion of Research Limitations,5.25,-0.5
Identification and Discussion of Research Limitations,5.5,-1.0
Identification and Discussion of Research Limitations,3.0,6.0
Identification and Discussion of Research Limitations,6.5,1.0
Identification and Discussion of Research Limitations,5.75,-0.5
