Subcategory,Paragraph,Author,Score
Practical Application Potential of Research Results,1,2,0.9023932977048321
Practical Application Potential of Research Results,1,6,0.8837635749244249
Practical Application Potential of Research Results,1,5,6.5684504710885765
Practical Application Potential of Research Results,1,4,0.14075264790787986
Practical Application Potential of Research Results,1,1,1.9135516249493887
Practical Application Potential of Research Results,1,0,0.847472556792677
Practical Application Potential of Research Results,1,10,0.0
Practical Application Potential of Research Results,1,7,8.382258593182348
Practical Application Potential of Research Results,1,8,5.661965044186276
Practical Application Potential of Research Results,1,9,10.0
Practical Application Potential of Research Results,1,3,2.668178387745768
Proposal of New Research Directions or Questions,1,2,8.52682848626318
Proposal of New Research Directions or Questions,1,6,5.943890774306161
Proposal of New Research Directions or Questions,1,5,9.401363411685358
Proposal of New Research Directions or Questions,1,4,3.686553274283974
Proposal of New Research Directions or Questions,1,1,8.511457873413468
Proposal of New Research Directions or Questions,1,0,4.596099527279052
Proposal of New Research Directions or Questions,1,10,0.0
Proposal of New Research Directions or Questions,1,7,10.0
Proposal of New Research Directions or Questions,1,8,8.87689289574517
Proposal of New Research Directions or Questions,1,9,9.737971615783723
Proposal of New Research Directions or Questions,1,3,9.14237974173428
Quality of Introduction and Conclusion,1,2,0.13023758738232868
Quality of Introduction and Conclusion,1,6,1.0295451566330067
Quality of Introduction and Conclusion,1,5,7.037602226453405
Quality of Introduction and Conclusion,1,4,0.026946468871845198
Quality of Introduction and Conclusion,1,1,1.670310981091446
Quality of Introduction and Conclusion,1,0,0.4188434586711207
Quality of Introduction and Conclusion,1,10,0.0
Quality of Introduction and Conclusion,1,7,9.383540223780065
Quality of Introduction and Conclusion,1,8,6.705889958325103
Quality of Introduction and Conclusion,1,9,10.0
Quality of Introduction and Conclusion,1,3,1.4021244488101268
Rationality of Method Selection,1,2,0.1631872195443467
Rationality of Method Selection,1,6,0.48583678812680947
Rationality of Method Selection,1,5,3.662435782859317
Rationality of Method Selection,1,4,0.018801739471130972
Rationality of Method Selection,1,1,1.0810927191237014
Rationality of Method Selection,1,0,0.39327616912439306
Rationality of Method Selection,1,10,0.0
Rationality of Method Selection,1,7,5.941696078721292
Rationality of Method Selection,1,8,3.475256837874629
Rationality of Method Selection,1,9,10.0
Rationality of Method Selection,1,3,0.5302142389031184
Reasonableness of Chapter Arrangement,1,2,0.13052361080144861
Reasonableness of Chapter Arrangement,1,6,0.5921889710851326
Reasonableness of Chapter Arrangement,1,5,4.081262961212904
Reasonableness of Chapter Arrangement,1,4,0.0
Reasonableness of Chapter Arrangement,1,1,1.2087065082827189
Reasonableness of Chapter Arrangement,1,0,0.34635373133304076
Reasonableness of Chapter Arrangement,1,10,0.025942074547572348
Reasonableness of Chapter Arrangement,1,7,6.421511076439042
Reasonableness of Chapter Arrangement,1,8,3.4035068184663944
Reasonableness of Chapter Arrangement,1,9,10.0
Reasonableness of Chapter Arrangement,1,3,0.4453539707669165
Reflection of Current Research Hotspots,1,2,0.956640321770921
Reflection of Current Research Hotspots,1,6,0.7106263800465052
Reflection of Current Research Hotspots,1,5,5.266029952869283
Reflection of Current Research Hotspots,1,4,0.12836566265482377
Reflection of Current Research Hotspots,1,1,1.269290203600579
Reflection of Current Research Hotspots,1,0,0.8909409200588357
Reflection of Current Research Hotspots,1,10,0.0
Reflection of Current Research Hotspots,1,7,8.070719417033452
Reflection of Current Research Hotspots,1,8,4.637708739467776
Reflection of Current Research Hotspots,1,9,10.0
Reflection of Current Research Hotspots,1,3,1.9863503316555946
Rigor of Research Design,1,2,0.10952209194542112
Rigor of Research Design,1,6,0.4089075365598233
Rigor of Research Design,1,5,3.5959101862562353
Rigor of Research Design,1,4,0.0
Rigor of Research Design,1,1,0.8580939872731808
Rigor of Research Design,1,0,0.3081359368568447
Rigor of Research Design,1,10,0.00454269345278479
Rigor of Research Design,1,7,5.718055530420264
Rigor of Research Design,1,8,3.282538964531579
Rigor of Research Design,1,9,10.0
Rigor of Research Design,1,3,0.39951088714015626
Timeliness and Relevance of References,1,2,1.361542203415081
Timeliness and Relevance of References,1,6,1.155617763634909
Timeliness and Relevance of References,1,5,6.0223757231309785
Timeliness and Relevance of References,1,4,0.2553932550773191
Timeliness and Relevance of References,1,1,2.4977907616695014
Timeliness and Relevance of References,1,0,1.2477283124151652
Timeliness and Relevance of References,1,10,0.0
Timeliness and Relevance of References,1,7,7.931696872277915
Timeliness and Relevance of References,1,8,5.141994793601916
Timeliness and Relevance of References,1,9,10.0
Timeliness and Relevance of References,1,3,2.213097686724357
Topic Relevance,1,2,0.0
Topic Relevance,1,6,0.4817192266887995
Topic Relevance,1,5,1.655840933675789
Topic Relevance,1,4,0.07999431250051883
Topic Relevance,1,1,0.724255521028905
Topic Relevance,1,0,0.7617203313026034
Topic Relevance,1,10,0.04993581129361462
Topic Relevance,1,7,2.272386875523592
Topic Relevance,1,8,1.5891127471616482
Topic Relevance,1,9,10.0
Topic Relevance,1,3,0.30688432296547946
